Community_ID,Client1,Client2,Start_Time,End_Time
62,3691,2742,2401011738,2401021348
71,9834,6143,2401011142,2401021016
92,5028,4550,2401011121,2401020232
81,7288,6346,2401010519,2401020302
89,9897,6844,2401012238,2401021012
95,9889,9011,2401011758,2401020808
3,4132,5327,2401011109,2401021930
33,2391,4027,2401011803,2401021327
77,6927,1767,2401011049,2401021807
65,2005,8972,2401010135,2401021445
86,8850,1835,2401011848,2401021124
67,5674,4629,2401010117,2401020732
43,5011,3034,2401010412,2401020936
96,2838,6991,2401010940,2401020140
70,3099,2090,2401011419,2401021049
84,2320,1696,2401012218,2401020231
41,3766,1172,2401011138,2401020754
50,9892,8578,2401011602,2401020339
91,1170,7155,2401010249,2401021356
30,6729,8300,2401010016,2401020300
39,8137,9339,2401010937,2401021828
83,9832,2922,2401011757,2401020623
79,7413,6052,2401011520,2401020829
41,1595,4204,2401011022,2401022249
53,2457,6370,2401011437,2401022341
97,8126,8685,2401012301,2401020502
63,8039,8065,2401010557,2401022052
85,3796,6146,2401011909,2401020605
32,9880,3640,2401011807,2401020259
83,4484,3278,2401011118,2401022238
85,2475,4806,2401010046,2401022324
59,1579,5422,2401010526,2401021640
84,1158,2053,2401011114,2401021944
16,7387,6540,2401010337,2401020129
53,6562,1911,2401011110,2401020416
86,3795,1989,2401010511,2401022347
45,7111,5745,2401011357,2401022030
72,9079,7572,2401011355,2401020540
52,2499,5573,2401010017,2401021659
43,7898,7698,2401010848,2401021757
72,7441,7946,2401011848,2401021658
80,8556,7313,2401011711,2401021527
82,5814,1860,2401010518,2401022315
6,6551,8571,2401012229,2401020159
52,1011,9333,2401012039,2401021339
65,9870,2880,2401011332,2401020121
91,8899,1151,2401012114,2401020758
31,9531,8816,2401011759,2401021907
97,7593,7081,2401010506,2401021905
94,9156,2337,2401012220,2401021612
10,9026,9291,2401012019,2401020826
18,4869,3806,2401010230,2401021915
48,3041,8689,2401010958,2401020921
69,3862,5688,2401010313,2401020732
81,5023,2001,2401011412,2401020926
91,7879,8199,2401012354,2401020128
85,5418,6451,2401011059,2401020618
90,1608,7340,2401011155,2401020411
31,7087,9254,2401010225,2401020124
28,6262,2964,2401010444,2401022353
86,8019,6326,2401010348,2401022029
3,9128,7166,2401010358,2401020042
26,1183,7364,2401011917,2401021549
59,2238,3249,2401011927,2401020245
47,8854,4591,2401010016,2401021401
70,8957,3536,2401012331,2401020147
58,2829,6515,2401011221,2401021408
7,6407,3569,2401012222,2401021512
1,2251,9428,2401010607,2401020156
85,2523,2198,2401011532,2401021833
64,1252,8904,2401011325,2401022049
14,7209,3085,2401010526,2401020256
44,6423,5729,2401010703,2401020829
37,7424,6464,2401010152,2401020634
80,5611,7438,2401010740,2401021154
65,4921,9216,2401012115,2401020142
18,2643,1077,2401010111,2401020933
14,6172,1206,2401010537,2401020552
95,4762,8491,2401010350,2401020326
40,8162,8569,2401010802,2401021944
27,5572,9104,2401011036,2401020913
94,7278,2701,2401011528,2401021325
15,5257,9403,2401011610,2401022305
43,8203,7485,2401010353,2401020655
76,5427,5886,2401011240,2401022055
56,6559,3763,2401012152,2401021932
35,8391,4798,2401011111,2401020757
83,2161,5248,2401011122,2401022128
24,2587,7505,2401010032,2401022229
14,6823,2959,2401010937,2401021550
17,1590,5595,2401011441,2401020609
81,8898,9547,2401011135,2401020459
88,4362,9163,2401011611,2401020453
41,4634,9031,2401010910,2401021447
90,2107,4427,2401010840,2401021444
55,6860,9193,2401010258,2401021719
38,4371,8181,2401012205,2401021439
43,5197,5319,2401011333,2401021035
74,3244,9789,2401012156,2401020336
15,1504,3556,2401010129,2401022122
15,6099,6284,2401012011,2401020800
64,1970,1125,2401012135,2401020308
49,2579,1216,2401011502,2401020411
12,6562,5696,2401010413,2401021715
12,6038,6712,2401011348,2401021614
40,1963,2907,2401011644,2401021438
26,6626,4059,2401010302,2401020026
42,7090,1664,2401012255,2401020133
30,4393,2305,2401011027,2401020811
83,8970,8261,2401010106,2401020651
66,2690,7402,2401010229,2401020748
73,9638,3069,2401010153,2401021348
25,6407,2899,2401010407,2401020618
79,3788,4154,2401011335,2401021054
39,9792,2046,2401010901,2401021057
18,6076,4360,2401010404,2401022250
69,3411,4251,2401010931,2401021718
90,1672,4140,2401011003,2401021323
31,4298,9685,2401010035,2401021020
28,6593,6620,2401010450,2401020435
22,9898,1271,2401010414,2401020943
1,2254,1079,2401010505,2401021816
27,4988,9759,2401011131,2401021112
64,9522,9740,2401012236,2401021935
36,5918,6319,2401010251,2401020445
28,1239,3896,2401010541,2401021651
74,9159,4350,2401011324,2401020807
36,6312,7349,2401011700,2401022317
65,8400,4108,2401012029,2401020902
29,9225,3031,2401011216,2401021030
15,3963,6989,2401012059,2401020128
44,1895,2563,2401011724,2401020708
27,4964,3133,2401010242,2401020303
40,7861,9611,2401012102,2401020924
67,3527,9668,2401011821,2401021021
18,3557,9881,2401010912,2401020535
11,4547,2983,2401012007,2401020638
68,4492,6708,2401011727,2401020407
49,1665,6638,2401011351,2401020352
87,3102,5695,2401011231,2401021012
7,4228,5399,2401011005,2401021624
28,8969,5555,2401010937,2401021430
21,7353,9952,2401011054,2401021602
22,8954,7258,2401011036,2401021933
47,3428,8832,2401011717,2401020517
29,8163,8039,2401010517,2401020006
97,8999,5122,2401010818,2401021511
33,7525,9271,2401010236,2401021602
17,4509,7240,2401010226,2401022109
93,6466,9046,2401010949,2401020435
92,7815,6241,2401010609,2401020515
4,8921,3030,2401011524,2401022103
2,1028,5714,2401010833,2401021713
83,1445,1543,2401010834,2401021213
10,8156,9848,2401011018,2401022054
50,2308,4803,2401010713,2401021006
27,8645,2422,2401011957,2401021339
31,4068,9268,2401010255,2401020357
92,3521,3756,2401010141,2401022253
15,4462,6693,2401010332,2401021529
71,6834,9133,2401012248,2401020335
25,4788,9080,2401010533,2401020945
21,4104,2117,2401012253,2401020437
100,2811,8437,2401011409,2401021613
77,8350,7914,2401011404,2401020307
95,3056,9387,2401010905,2401021548
40,8372,1062,2401011308,2401021742
76,3558,4504,2401010750,2401020922
87,8756,6318,2401010721,2401021216
54,6927,3701,2401011341,2401020032
88,3017,5012,2401011406,2401022323
82,1112,4610,2401011826,2401021051
91,9473,3406,2401010859,2401021449
52,4449,7475,2401012140,2401021821
64,3506,2422,2401010706,2401022355
47,1134,1775,2401010438,2401021439
49,2880,1637,2401011432,2401020027
61,4810,9743,2401012148,2401020903
7,9142,6014,2401010359,2401020151
37,5592,2281,2401011920,2401021844
94,4394,5610,2401012355,2401020042
52,6625,8421,2401011435,2401021011
17,9329,3071,2401010317,2401021216
99,2789,4173,2401011658,2401022013
7,3910,4205,2401012338,2401022035
81,6569,2656,2401010934,2401020557
88,6265,4619,2401010252,2401022326
97,5071,9374,2401010920,2401020652
29,7372,4750,2401011655,2401022111
33,7066,3534,2401011150,2401020610
64,5437,2613,2401011552,2401020637
13,6386,6390,2401010930,2401020757
81,4573,5216,2401011030,2401021841
32,9911,4824,2401011539,2401020248
71,6753,2185,2401010741,2401021103
51,3501,3777,2401011118,2401021910
90,7714,1933,2401010155,2401021310
42,5520,8179,2401011658,2401020954
32,1294,8107,2401011351,2401020850
63,5723,7051,2401012245,2401021008
19,3114,4022,2401011225,2401020853
99,5151,5226,2401011454,2401020451
75,8764,5162,2401011618,2401022251
94,4492,4285,2401012100,2401022240
38,9879,9954,2401011538,2401022209
41,4045,2412,2401010841,2401020822
69,3920,6330,2401011448,2401020604
80,1856,9264,2401012129,2401020528
87,1302,2324,2401011224,2401021251
74,8977,5515,2401010257,2401022023
34,2573,3454,2401010634,2401020312
88,6293,2616,2401011040,2401020026
44,5394,6206,2401010655,2401021214
73,5393,6618,2401010931,2401021737
38,4437,2848,2401010900,2401020215
17,5639,8287,2401011208,2401021759
64,4823,4458,2401011304,2401021051
61,5760,9164,2401010306,2401021305
14,9678,7076,2401010104,2401020906
10,8169,8777,2401011236,2401021051
65,1520,4560,2401010044,2401020856
34,4424,5030,2401011121,2401020609
94,9979,2922,2401010414,2401020713
23,2048,3230,2401010339,2401021456
21,6056,3287,2401011401,2401021244
22,6696,1154,2401010949,2401021750
33,4001,3965,2401011514,2401021204
41,1713,6344,2401010417,2401021022
95,5386,5225,2401011147,2401022315
2,7266,5813,2401010531,2401021659
38,3803,1327,2401011319,2401021109
42,4750,2699,2401010853,2401020121
36,7529,7383,2401010506,2401021523
95,7524,9559,2401010606,2401021420
11,1811,1502,2401010144,2401022146
50,3023,8027,2401012158,2401021340
23,5054,7885,2401011045,2401021005
94,1743,6114,2401010759,2401021903
42,4181,6721,2401011958,2401020306
42,9040,3468,2401012153,2401020402
100,3878,4852,2401010838,2401021813
20,6842,7686,2401010313,2401022159
1,9180,4081,2401011235,2401020711
99,3405,5899,2401010256,2401021142
93,1770,1586,2401012032,2401021122
25,4140,7899,2401011321,2401021109
34,5275,4488,2401010250,2401021816
46,9872,2136,2401012158,2401020359
22,2945,2993,2401010244,2401020002
9,8066,5559,2401010353,2401020701
65,2860,2832,2401011537,2401021921
20,4751,4685,2401011537,2401021327
48,9506,5047,2401011828,2401021252
15,3079,4049,2401010629,2401022336
10,3707,3171,2401011713,2401020511
35,9781,5981,2401011749,2401020455
68,5933,7973,2401011707,2401021556
93,2551,4490,2401011953,2401020510
91,5581,7062,2401010925,2401020828
31,6210,6060,2401011036,2401021139
63,5361,2006,2401011127,2401021755
6,6026,5507,2401011932,2401021637
8,6900,6183,2401012342,2401021354
15,9301,1397,2401011214,2401022038
64,6732,4902,2401011756,2401022048
3,3137,3002,2401011903,2401021539
34,7882,8530,2401010012,2401021455
83,4471,6072,2401011638,2401021209
77,4666,2738,2401012336,2401021038
14,5249,3528,2401010658,2401021715
23,2181,4942,2401010405,2401020627
2,3823,2041,2401010811,2401020935
9,5058,1438,2401012056,2401022325
51,3975,1570,2401010336,2401020812
53,4265,9899,2401010925,2401020218
59,4231,2422,2401011016,2401022030
47,2218,4649,2401010733,2401022300
27,4355,6116,2401010352,2401021740
31,9501,9773,2401012242,2401021351
10,9939,6262,2401012101,2401020803
31,2367,7729,2401010625,2401020628
18,1733,6050,2401011328,2401020916
3,2349,3909,2401012320,2401020619
62,9743,6544,2401010039,2401022019
14,2424,4060,2401010339,2401021155
81,1437,6194,2401011711,2401022250
81,1642,5674,2401010149,2401021007
31,8580,5224,2401010153,2401020056
77,2405,5043,2401010618,2401020533
74,9761,1878,2401011736,2401020617
26,5616,3820,2401010801,2401020129
28,5278,7139,2401010242,2401022304
26,8212,2492,2401010544,2401020409
52,8920,2467,2401012349,2401022328
1,8525,5606,2401011152,2401021801
51,6644,2793,2401010056,2401021039
96,2078,8889,2401010912,2401020337
68,3769,3952,2401012015,2401021633
28,1605,7788,2401012101,2401020657
84,4764,5140,2401010054,2401021459
41,3146,6181,2401011448,2401021926
86,1119,9226,2401010405,2401021411
43,3156,5416,2401010429,2401021021
9,7752,8838,2401012037,2401022118
57,5630,7646,2401012355,2401020625
11,4965,1606,2401010832,2401021249
9,4945,4309,2401011723,2401022021
100,9772,2377,2401010959,2401020133
97,2328,1285,2401012018,2401020245
51,8601,5623,2401011748,2401021149
46,1748,4743,2401011636,2401020015
21,5062,4010,2401011827,2401021514
23,3447,7539,2401011306,2401020424
73,5364,2839,2401011109,2401021645
50,1953,9649,2401011111,2401020248
96,4348,2187,2401011057,2401020636
47,6330,5517,2401010413,2401020013
78,8389,5648,2401012158,2401022314
64,8360,3784,2401011417,2401020223
46,6233,8074,2401010629,2401021803
77,4273,9034,2401010653,2401020239
98,4766,4656,2401010713,2401021952
82,5479,5085,2401010551,2401021200
95,3734,8638,2401011021,2401020942
52,6792,3505,2401011748,2401020325
10,9892,4437,2401010241,2401021451
15,2704,5205,2401010925,2401022009
97,5667,7684,2401010714,2401021759
47,1708,1453,2401011708,2401022014
6,1922,8502,2401010807,2401021222
25,8213,2367,2401011618,2401021830
99,6612,6854,2401010124,2401021612
73,1902,6173,2401012259,2401021600
3,7302,1631,2401010952,2401022301
35,4596,7935,2401010546,2401020702
76,6863,2939,2401010054,2401021747
92,5501,8957,2401010006,2401021125
51,1192,6685,2401012129,2401022313
78,1475,8628,2401011300,2401022330
39,6757,1445,2401011319,2401020122
64,4254,3373,2401012323,2401021658
9,5044,5488,2401011534,2401020105
4,8102,5050,2401011110,2401021831
70,8220,2841,2401012140,2401021307
100,7485,4617,2401010805,2401020548
82,9158,7405,2401012100,2401020510
37,4999,1465,2401012110,2401020004
28,1809,2177,2401011126,2401022216
82,2079,1116,2401012220,2401022216
14,1006,7296,2401010529,2401021540
60,4928,2870,2401010652,2401021556
54,9780,5118,2401012348,2401021224
68,1340,6562,2401011231,2401020153
92,7256,9233,2401010517,2401021743
48,5421,3041,2401011346,2401020915
63,6684,9518,2401011425,2401021157
5,6584,7183,2401010052,2401021548
56,1259,6322,2401010802,2401021442
96,3377,7420,2401010257,2401021128
26,5284,4583,2401012259,2401020618
10,7147,3203,2401010202,2401021526
1,8884,9798,2401011714,2401020053
5,1740,2162,2401012101,2401021949
88,4997,2597,2401010315,2401020619
71,9429,6984,2401012227,2401022301
28,4881,9517,2401010144,2401021819
20,8341,2157,2401010334,2401020431
42,2619,6394,2401012105,2401021949
30,3642,6303,2401010917,2401020726
45,9742,4585,2401011743,2401020257
53,2281,5986,2401011649,2401020645
91,2539,9783,2401011522,2401021657
15,8751,3321,2401011639,2401021405
76,4011,3122,2401010352,2401022001
1,4424,5052,2401010248,2401021811
90,6401,9459,2401011459,2401021145
96,7871,9982,2401012241,2401020014
99,6671,7063,2401011906,2401022356
66,1942,4842,2401010814,2401020145
89,1554,3857,2401012300,2401020419
71,5827,5423,2401010541,2401022318
95,7890,8144,2401011539,2401021239
23,1347,3952,2401010721,2401021650
2,9605,7917,2401010052,2401022039
84,9518,9430,2401011738,2401021524
83,4911,1614,2401011813,2401020448
51,3280,5593,2401010521,2401020011
26,1233,5568,2401010428,2401020732
45,2154,9516,2401010500,2401021718
80,8255,5247,2401011609,2401020038
63,5114,4140,2401010001,2401020524
86,5713,5196,2401010552,2401020017
96,6566,8071,2401010508,2401021542
84,5165,8744,2401010057,2401020702
42,6186,1925,2401010457,2401020130
95,5349,1131,2401011701,2401020920
46,1842,2797,2401012243,2401020348
55,9058,4516,2401010623,2401022021
90,5417,2785,2401012117,2401021014
55,5030,7890,2401011332,2401020920
83,3189,9750,2401010413,2401022150
77,6994,8157,2401010527,2401021405
27,8620,7621,2401011652,2401020457
49,2053,7288,2401011226,2401020042
24,6629,4556,2401012352,2401021209
70,5399,2248,2401010059,2401020845
45,2134,2541,2401011607,2401022353
58,1152,2994,2401011110,2401020815
38,5883,1753,2401012127,2401020121
93,1657,5357,2401010938,2401020559
17,8158,7753,2401010046,2401021729
63,1881,7721,2401011136,2401021159
92,6880,3794,2401011531,2401022112
96,2299,5983,2401011945,2401021715
82,4859,9642,2401011014,2401020558
72,7341,3221,2401011307,2401020125
70,2759,9156,2401010505,2401021430
89,8165,3330,2401011616,2401022045
28,7720,3779,2401012123,2401020012
81,9521,5467,2401010901,2401020128
60,6342,5121,2401012142,2401020754
71,8023,8048,2401010029,2401020258
75,4467,1540,2401010622,2401021925
78,9988,3008,2401010008,2401021821
72,5414,5012,2401012223,2401021250
13,5127,5018,2401011024,2401020745
83,3783,6264,2401010522,2401021124
49,9855,7072,2401011310,2401021127
56,5709,1362,2401010703,2401020751
41,2854,9063,2401011640,2401021135
64,8676,3135,2401011601,2401020649
78,7172,5398,2401011805,2401020807
99,9180,4184,2401012251,2401020511
37,8900,3803,2401011334,2401020544
93,7521,1863,2401011414,2401020756
35,8001,4318,2401010350,2401021405
26,8567,5227,2401010306,2401021156
76,6109,6250,2401011731,2401020149
23,6583,2815,2401011923,2401021920
28,5561,6890,2401011701,2401021914
48,7387,2888,2401011735,2401021435
24,5473,6182,2401011621,2401021313
56,4227,1021,2401011813,2401020849
36,9615,2922,2401012133,2401022146
38,6546,7152,2401010519,2401022241
77,6992,6305,2401011106,2401020140
67,3859,7188,2401010357,2401020223
10,8715,7614,2401011540,2401021647
66,5964,8481,2401011712,2401020814
35,4540,6355,2401011753,2401021414
87,7469,6731,2401011405,2401020635
95,8070,9368,2401010341,2401021921
9,1180,1193,2401010458,2401021724
43,5686,4546,2401012337,2401021722
61,4221,8073,2401011859,2401022201
49,4392,1812,2401012230,2401020738
80,1898,4297,2401010020,2401022119
3,5113,7209,2401010926,2401020033
43,1883,8828,2401012331,2401021332
76,7282,4176,2401011222,2401021710
72,2198,6706,2401011931,2401021127
84,9757,8496,2401011054,2401021405
40,9114,5142,2401012043,2401020707
73,9603,1751,2401011955,2401021044
93,5663,8460,2401012229,2401022302
93,2536,5909,2401011254,2401020243
71,6140,7425,2401012307,2401021556
7,8843,8938,2401010427,2401020604
51,7451,9422,2401011800,2401021805
85,7201,5221,2401011936,2401021805
72,4899,3204,2401010958,2401020732
41,9456,2632,2401011836,2401020737
7,5009,6472,2401011951,2401020230
10,5483,6226,2401011019,2401021409
69,4983,8716,2401011542,2401030000
41,7839,5527,2401010855,2401022030
55,6710,6715,2401010742,2401020632
1,8926,4711,2401012204,2401020831
24,9266,6742,2401011122,2401020242
38,4938,3880,2401011940,2401022204
48,8127,3916,2401011426,2401021413
68,5971,5359,2401011913,2401020448
31,4391,6220,2401010240,2401021328
71,7289,4897,2401010455,2401021340
20,5147,8273,2401011636,2401021026
43,5272,5378,2401011627,2401021105
17,1177,1545,2401011926,2401021031
63,6523,3868,2401010331,2401021929
48,7554,2260,2401011615,2401020845
57,6990,6155,2401011757,2401021847
53,9406,6787,2401010903,2401022012
53,9679,9077,2401010151,2401022252
60,3198,2585,2401011306,2401020138
80,3951,4769,2401010457,2401021647
8,7483,3970,2401012325,2401021828
83,1494,9054,2401011630,2401022239
37,7984,4591,2401012132,2401020918
48,3767,5770,2401011809,2401021134
57,4090,8888,2401012110,2401022110
10,1061,5024,2401011322,2401021740
86,1363,4613,2401011354,2401020935
7,6449,5059,2401010735,2401020831
100,1172,6488,2401012116,2401021033
16,3860,6702,2401011814,2401021020
31,8392,2883,2401010313,2401021817
50,9954,4722,2401011233,2401021853
72,7447,3744,2401012050,2401020519
52,7845,6749,2401011155,2401020718
19,6949,4176,2401010709,2401020531
91,8861,5048,2401011741,2401020656
82,6468,4398,2401011721,2401020626
29,8475,4081,2401011249,2401020659
54,5458,8263,2401010829,2401020500
86,2051,7427,2401011522,2401021842
89,1448,7353,2401010009,2401020356
42,6870,9087,2401011926,2401022114
53,4090,2607,2401010753,2401020531
48,2634,8980,2401011234,2401020513
55,2080,8424,2401010244,2401021215
94,5608,3853,2401010749,2401020318
77,2973,7131,2401011134,2401020018
41,6862,5793,2401012135,2401021336
38,4857,4518,2401012353,2401021114
17,9244,1324,2401010535,2401022325
85,9036,8376,2401010859,2401021800
80,3407,1149,2401010100,2401020135
29,1050,3332,2401010606,2401020341
11,7973,1047,2401010217,2401021506
68,8994,3438,2401010341,2401021250
86,5199,3985,2401010807,2401021144
85,6519,5922,2401010722,2401021207
67,4328,8701,2401011004,2401020332
64,2627,2813,2401011335,2401022250
29,9199,8157,2401010913,2401022020
92,4639,8774,2401011631,2401021946
3,3819,9090,2401010848,2401022013
35,3552,7730,2401011204,2401020651
84,8539,1068,2401012248,2401020720
86,1977,4722,2401010850,2401021438
64,5646,5818,2401011520,2401020817
86,9123,7648,2401010454,2401021026
13,5149,6469,2401011524,2401021137
16,8237,2325,2401011206,2401021042
83,1197,2128,2401011242,2401021708
12,9573,1982,2401011417,2401022302
19,2713,1221,2401010516,2401020634
58,3261,4073,2401011855,2401020840
74,9352,5124,2401010032,2401020747
15,5658,5822,2401011207,2401020641
65,8939,5255,2401011535,2401020941
86,4033,8355,2401010149,2401022245
24,5041,7667,2401010222,2401021742
55,3273,6464,2401010314,2401020923
27,9957,6952,2401012051,2401021806
40,5896,8548,2401010912,2401020606
62,3784,8748,2401011236,2401021105
68,1174,1759,2401012112,2401021310
74,5496,5731,2401011508,2401021605
64,2404,1709,2401010940,2401020901
59,9598,2944,2401010147,2401021734
67,1305,3935,2401010646,2401020706
49,7638,7766,2401010708,2401021610
56,7503,9304,2401010747,2401022245
74,3610,3174,2401012306,2401020554
75,8490,4192,2401011252,2401021629
74,3944,6238,2401011429,2401020825
57,3227,4011,2401011917,2401022207
80,4406,1465,2401012050,2401021356
17,7823,1744,2401010233,2401022011
7,1503,6492,2401011348,2401021908
79,7557,3749,2401010118,2401021926
59,1960,5252,2401012043,2401021912
41,6762,1093,2401010044,2401021110
3,3627,7417,2401011256,2401022048
40,1276,5303,2401010644,2401022206
8,5288,4443,2401011541,2401020053
51,5347,3022,2401011127,2401020739
67,4911,8670,2401011427,2401022106
28,1816,6861,2401011058,2401020009
97,3273,7333,2401010616,2401020315
85,5511,3362,2401010242,2401021134
33,5453,8046,2401011847,2401022138
77,2704,6261,2401012105,2401020546
44,3934,5627,2401010617,2401021029
21,9882,7873,2401011308,2401020840
36,8216,5631,2401011634,2401021537
69,6249,4540,2401010626,2401021237
90,4510,7143,2401011437,2401021357
15,8898,1933,2401010304,2401020838
13,9610,2615,2401012010,2401020049
23,6506,9879,2401010959,2401021143
37,2624,4232,2401010554,2401021616
29,4937,7149,2401010929,2401022342
69,7800,4201,2401010257,2401021330
33,6281,1743,2401010008,2401021656
90,6734,3741,2401010904,2401021037
95,7344,2135,2401012118,2401022106
31,4600,5736,2401011045,2401022101
41,5813,1655,2401012047,2401020128
46,7597,8563,2401012307,2401022230
18,1611,8188,2401011651,2401020925
24,1031,9540,2401010323,2401021758
7,7987,3219,2401010805,2401020622
85,7135,8311,2401011716,2401022017
60,7410,4073,2401010545,2401020512
24,7007,7955,2401011824,2401020316
27,2333,9478,2401011914,2401021838
39,3796,7664,2401010808,2401020103
62,2208,9632,2401010958,2401022158
51,6318,1618,2401011741,2401020704
85,1926,8938,2401011957,2401021305
12,3432,3163,2401010952,2401020929
79,9754,8285,2401012022,2401021933
11,7681,6820,2401011259,2401020420
84,4167,4776,2401010510,2401021909
89,8013,7136,2401011340,2401021120
17,8763,5656,2401011222,2401021513
41,4130,1200,2401012344,2401021721
68,3832,2435,2401010121,2401020452
16,9826,8618,2401010538,2401020913
43,6908,2649,2401010126,2401021249
40,4689,9902,2401011411,2401021731
41,2516,5296,2401010635,2401020907
75,1184,8999,2401011455,2401020643
51,6616,3706,2401011121,2401021126
58,4620,4583,2401012255,2401021301
74,4148,4916,2401010713,2401021352
58,1654,2385,2401010523,2401021630
47,5364,4839,2401010852,2401021041
36,1731,3016,2401010439,2401022014
12,8507,4600,2401010126,2401020835
12,3804,5147,2401010058,2401021041
55,7033,6226,2401010635,2401022006
85,3137,8742,2401011909,2401020838
62,6384,4088,2401010835,2401021227
84,4290,3584,2401011046,2401021557
61,8223,8933,2401011220,2401020410
96,9664,5834,2401011127,2401020842
19,9356,2740,2401010007,2401020435
50,8894,3923,2401012323,2401020835
51,2099,4656,2401010002,2401021810
7,5284,2796,2401012319,2401021117
21,8713,8642,2401010343,2401021634
65,2122,2715,2401010135,2401022124
78,7893,1932,2401010854,2401020220
10,6102,4692,2401010055,2401020013
19,5113,2961,2401010307,2401020909
78,5868,9307,2401010427,2401022038
30,1420,1487,2401011358,2401021326
14,5904,1566,2401010358,2401020604
60,6911,5967,2401010119,2401022310
91,1031,9540,2401010908,2401020443
75,6665,6360,2401010409,2401021015
11,5302,8641,2401010035,2401020005
24,6904,8151,2401010723,2401020855
20,8979,6711,2401011520,2401020933
76,5921,1734,2401011457,2401020531
86,2405,5021,2401010625,2401021047
58,4912,9182,2401012037,2401021405
47,7829,6034,2401010654,2401021759
32,6821,7256,2401011648,2401020012
83,3114,4303,2401010444,2401021502
100,6574,3788,2401010839,2401021925
70,8616,4130,2401010210,2401021110
13,8743,2261,2401011357,2401020022
10,7331,5147,2401010931,2401022111
80,1723,4321,2401011959,2401020450
33,9489,7973,2401011445,2401021808
92,3445,8404,2401010152,2401021739
53,7309,2443,2401011848,2401021343
74,1731,4773,2401010026,2401020337
20,4991,8615,2401010848,2401020453
3,7453,3441,2401010231,2401021425
91,7015,2506,2401010133,2401022026
78,2685,3388,2401012244,2401020816
1,8591,2839,2401010543,2401022229
14,2847,1318,2401010503,2401020542
23,2728,2530,2401011738,2401022249
39,7343,3311,2401010118,2401022200
78,8683,8082,2401010824,2401020419
26,4582,6727,2401011436,2401021621
93,7360,2813,2401010432,2401022104
28,2541,4722,2401012319,2401020644
79,6938,7733,2401011338,2401021845
59,8154,7295,2401012348,2401020333
10,5991,1644,2401011003,2401021443
13,6177,2371,2401010558,2401020106
52,4533,1107,2401010639,2401020356
48,6120,9606,2401011202,2401020129
46,1797,5160,2401010453,2401021720
56,1660,7770,2401010738,2401021442
91,6114,2043,2401010641,2401020111
15,4055,2545,2401010728,2401022031
96,9670,1886,2401010221,2401021012
62,7244,4112,2401011831,2401020604
73,8108,2294,2401011445,2401020238
59,9931,5882,2401012059,2401021325
28,2448,7826,2401011456,2401020333
97,9552,3351,2401011444,2401022250
61,2315,5335,2401010542,2401021841
77,3637,1251,2401012140,2401022031
84,1447,6226,2401011911,2401020203
89,4649,2288,2401012041,2401021351
91,7423,5173,2401012355,2401022224
5,4177,8736,2401011239,2401021906
76,9694,9843,2401011654,2401021830
21,7911,2308,2401010101,2401021525
42,9296,9167,2401011029,2401021449
44,5206,1851,2401010217,2401020414
7,7856,2285,2401010807,2401020336
100,1396,9367,2401011422,2401021736
22,7408,1986,2401011324,2401020335
55,4268,3199,2401011513,2401021510
33,9178,4523,2401011613,2401020805
21,2769,2253,2401010113,2401021308
28,5422,4676,2401012059,2401021016
69,6056,9223,2401010626,2401020049
24,5536,4403,2401011956,2401021720
41,6790,7788,2401011000,2401022003
55,2628,4622,2401012242,2401022254
73,3682,4188,2401010207,2401022044
3,1090,9818,2401011942,2401021431
96,7550,9687,2401011301,2401021609
5,6772,4876,2401011822,2401021617
63,8357,3325,2401012300,2401022159
82,1229,2681,2401010658,2401021602
18,2099,7752,2401010107,2401020648
61,8573,4317,2401010445,2401021223
27,7278,3999,2401010403,2401020837
62,6138,3407,2401011918,2401022306
8,3662,5889,2401012058,2401020628
7,5567,4312,2401011513,2401020400
63,4843,3606,2401011430,2401020825
70,7305,2309,2401012343,2401020119
21,9542,5774,2401012223,2401022344
31,1038,3515,2401011815,2401021513
38,3086,9558,2401010343,2401020644
89,5139,1109,2401010019,2401020016
85,5725,1282,2401011534,2401021019
34,2284,9141,2401010807,2401021357
48,3410,3945,2401011148,2401021046
56,1291,2252,2401010123,2401020215
76,5321,6582,2401011121,2401020229
77,5698,3007,2401012256,2401020419
43,9050,4249,2401010624,2401020319
66,3787,4841,2401010259,2401021547
60,8509,7448,2401010446,2401020833
57,4498,3617,2401010148,2401022039
77,7687,2620,2401012226,2401020308
67,8873,1277,2401010335,2401021646
67,7177,9068,2401011000,2401020154
10,4286,3536,2401011336,2401021845
48,8308,8712,2401011659,2401020718
18,5622,9966,2401011206,2401020245
29,8308,3278,2401010710,2401022120
25,5527,8948,2401012222,2401021624
98,5908,1456,2401010933,2401022119
23,1108,7583,2401010108,2401020119
56,8303,5118,2401010139,2401021948
42,4040,4392,2401011402,2401022130
87,2348,6150,2401011923,2401021352
93,1949,8877,2401011413,2401020226
44,1318,7078,2401010058,2401021601
94,3949,6214,2401010758,2401021004
62,6378,9961,2401011814,2401021520
46,2134,8643,2401012000,2401020226
52,5676,2062,2401011413,2401021833
22,9036,7172,2401010659,2401020444
70,3181,5994,2401010729,2401020048
61,6450,9094,2401012034,2401020308
4,5282,2857,2401010348,2401021431
52,7840,4102,2401011404,2401022348
79,8515,6511,2401011912,2401021526
97,7131,7016,2401010241,2401020159
41,2135,4262,2401011605,2401020206
35,5388,9083,2401010222,2401021215
